id,name,birthday,birthplace,thumb,summary
1873,Jessica Rothe,5/28/1987,"Denver, Colorado, USA",https://resizing.flixster.com/aSCByKnu58lSVeCAMTgjYXchGio=/218x280/v2/https://flxt.tmsimg.com/assets/703188_v9_bb.jpg,"Actress Jessica Rothes enjoyed starring roles in indie drama ""Lily & Kat"" (2015), post-apocalyptic thriller ""The Tribe"" (2016) and stoner sitcom ""Mary + Jane"" (MTV, 2016) before playing Emma Stone's roommate in the Oscar-winning ""La La Land"" (2016). Born in Denver, CO, Rothe developed a passion for acting after attending a summer theater camp in Kansas, and went onto study Drama at Boston University before making her screen debut playing jewel thief Bojana Mitic in true crime dramatization ""America's Most Wanted: America Fights Back"" (Fox, 1998-2012). Following minor one-off appearances in ""Happy Endings"" (ABC, 2011-13) ""Gossip Girl"" (The CW, 2007-2012) and ""Blue Bloods"" (CBS, 2010-), Rothe moved onto the big screen with supporting roles in middle-aged basketball comedy ""The Hot Flushes"" (2013), thirtysomething drama ""Bastards of Young"" (2013) and family fantasy ""The Lost Keepers"" (2013). Rothe then shared top billing in coming-of-age movies ""Jack, Jules, Esther and Me"" (2013) and ""Lily & Kat"" (2014), and sci-fi adventure ""Parallels"" (2015) before adding real-life drug tale ""The Preppie Connection"" (2015), cross-cultural road movie ""Summertime"" (2016) and action thriller ""Juveniles"" (2016) to her credits. She continued her prolific streak with further co-starring roles in teen drama ""Trust Fund"" (2016), NYC dating comedy ""Better Off Single"" (2016) and post-apocalyptic thriller ""The Tribe"" (2016). Rothe's career reached new heights when she appeared Emma Stone's all-singing all-dancing roommate Alexis in the Oscar-winning musical ""La La Land"" (2016) and landed her first recurring TV role as one of two young entrepreneurs attempting to get their LA weed delivery service off the ground in comedy ""Mary + Jane"" (MTV, 2016). Rothe went on to play the central murder victim in thriller ""Half to Death"" (2016), Alex Roe's love interest Julia in country music romance ""Forever My Girl"" (2016) and a millennial who disrupts her alcoholic uncle's life in indie drama ""Tater Tot & Patton"" (2016). After appearing alongside Toni Collette and Dakota Fanning in autism-based dramedy ""Please Stand By"" (2017), Rothes was given the chance to further showcase her vocal talents when she landed the role originated by Deborah Foreman in ""Valley Girl"" (2017), the musical adaptation of the 1983 same-named romantic comedy. In the meantime, Rothe starred in breakout comedy-horror hit ""Happy Death Day"" (2018) and its sequel ""Happy Death Day 2U"" (2019)."
1874,Tom Everett Scott,9/7/1970,"East Bridgewater, Massachusetts, USA",https://resizing.flixster.com/KWGGOpo6XSri34TtuRd4mbPUdIk=/218x280/v2/https://flxt.tmsimg.com/assets/68579_v9_bb.jpg,"A winning young player of films and TV, tall, curly haired actor Tom Everett Scott grew up being told of his resemblance to Tom Hanks whom he adored watching on the sitcom ""Bosom Buddies."" Sharing the same laid back affability and easy smile as well as similar physical attributes, the two would come together, with Scott fittingly making his big screen debut co-starring with his childhood idol in Hanks' feature directorial bow ""That Thing You Do!"" (1996). The newcomer proved well cast as Guy Patterson, the charismatic drummer whose band climbs the 1964 pop charts in the amiable period comedy. A Massachusetts native who started out acting in high school productions and worked at a Rhode Island Renaissance fair, Scott began his college career with practicality in mind, and started out as a communications major before switching to drama studies during his second year. The die cast, he moved to NYC and started a theater company (aTheaterCo) with three college chums. Scott supported himself waiting tables before finding work in TV commercials. Episodic guest shots followed, with NBC's popular legal series ""Law & Order"" hosting his small screen debut. A 1995 recurring role on ""Grace Under Fire"" featured him as the son that Brett Butler's title character gave up for adoption and made him a familiar face to viewers of the highly rated sitcom."
1875,Josh Pence,6/8/1982,"Santa Monica, California, USA",https://resizing.flixster.com/0ka0B5eDMZkADY1kJZVkHsSNb94=/218x280/v2/https://flxt.tmsimg.com/assets/529997_v9_bb.jpg,
1876,Damien Chazelle,1/19/1985,"Providence, Rhode Island, USA",https://resizing.flixster.com/ftxAo7w6GV6ouctEj7KHPmkeAQI=/218x280/v2/https://flxt.tmsimg.com/assets/586751_v9_bb.jpg,"The backbone and inspiration of many of Damien Chazelle's films was always his love of music, first seen in his black and white musical ""Guy and Madeline on a Park Bench."" Music then became the subject of his award-winning short--and then later feature--â€³Whiplash.â€³ Born in Rhode Island in 1985, Chazelle grew up in both France and America; his comfort with two cultures strongly informed his film work. He began his first film, a short entitled â€³Guy and Madeline on a Park Benchâ€³ (2009), as his thesis for his Masters at Harvard in Visual and Environmental Studies. Over the next two years, he developed it into a full length feature, utilizing friends and a 16mm camera to tell the story of a woman and a jazz musician. After graduation he moved out to Los Angeles with a plan to connect with the film studios through his work as a screenplay writer for hire. By 2009 he had taken â€³Guy and Madeline on a Park Benchâ€³ to festivals where it gained some notice and several awards including recognition as an emerging artist at the Denver International Film Festival and a Jury Special Prize at the Torino International Film Festival. He continued to hone his writing skills as a screenwriter in Hollywood and began to write his next feature, â€³Whiplashâ€³ (2013). This film was much more personal, an insider's dark look at the powerful emotions and obsessions that drive music students. As a former student at musical academies, it was a subject he knew quite well. When he found the script a tough sell, he listened to advice and took a scene from it to develop as a short film. The short created buzz across the 2013 film festival circuit and won numerous awards including the Short Film Jury Prize at Sundance. New interest in the original led to the feature-length script being included on the coveted â€³Black Listâ€³ of unproduced films considered by studios. With this help, funding was secured and the feature-length film â€³Whiplashâ€³ was produced, winning awards and acclaim from Sundance to Cannes. Chazelle's next project moved even further into his love of music: ""La La Land"" (2016) was a full-fledged musical, with elaborate song and dance numbers throughout. Stars Emma Stone and Ryan Gosling did all their own singing and dancing as a struggling actress and idealistic jazz pianist. The critically acclaimed box office hit scored 14 Oscar nominations, tying the record set by ""All About Eve"" (1951) and ""Titanic"" (1997), and won six, including Best Original Score, Best Original Song (for the film's love theme ""City of Stars""), Best Director and Best Actress. In one of the most shocking moments in Oscar history, presenters Warren Beatty and Faye Dunaway announced that ""La La Land"" had won Best Picture and producer Jordan Horowitz was most of the way through his acceptance speech before it was revealed that a mistake had been made: the true winner of the Best Picture award was indie drama ""Moonlight"" (2016)."
1877,Mike Jackson,3/12/1972,"Wynnewood, Pennsylvania, USA",https://resizing.flixster.com/RvYmsOUZrlgBuA5p3h2q2fuD7-M=/218x280/v2/https://flxt.tmsimg.com/assets/518333_v9_ba.jpg,
1878,Qiuyun Long,,Not Available,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1879,Thad Luckinbill,4/24/1975,"Enid, Oklahoma, USA",https://resizing.flixster.com/Z_jyfhIPaM9WFTGpnBv1S9TNue8=/218x280/v2/https://flxt.tmsimg.com/assets/210664_v9_bb.jpg,"Actor Thad Luckinbill was most commonly known for his roles in television dramas. Luckinbill began his acting career playing characters on a variety of series including ""Nash Bridges""  (1995-2001), ""Sabrina, the Teenage Witch""  (1996-2003) and ""Buffy the Vampire Slayer""  (1996-2003). He also appeared in ""Undressed""  (MTV, 1999-2003) and ""CSI: Crime Scene Investigation""  (CBS, 2000-2015). In the early 2000s, he worked on the silver screen, taking roles in the comedy ""Just Married""  (2003) with Ashton Kutcher, ""Sleepover""  (2004) and the drama ""Home of the Brave""  (2006) with Samuel L. Jackson. He also worked in television during these years, including a part on ""Grey's Anatomy""  (ABC, 2004-). He also appeared in the drama ""The Good Lie""  (2014) with Reese Witherspoon. Luckinbill most recently produced the Jake Gyllenhaal drama ""Demolition""  (2016)."
1880,Fred Berger,5/10/1981,"New York, New York, USA",https://resizing.flixster.com/VJGcgED2XK9X3op_aEj8gobleck=/218x280/v2/https://flxt.tmsimg.com/assets/575287_v9_ba.jpg,
1881,Jordan Horowitz,4/10/1980,"New York, New York, USA",https://resizing.flixster.com/Rblw02mTKHl5NwC37Uy6-q3XNjI=/218x280/v2/https://flxt.tmsimg.com/assets/580869_v9_ba.jpg,
1882,Marc Platt,4/14/1957,"Pikesville, Maryland, USA",https://resizing.flixster.com/V70oMsBuAmKTMG1h60tA0ZeKg2E=/218x280/v2/https://flxt.tmsimg.com/assets/249308_v9_ba.jpg,"Marc Platt was a renowned producer in the worlds of theater and film, who gained some notoriety due to his involvement in perhaps the biggest flub in the history of the Academy Awards. Born on April 14, 1957 in Pikesville, MD, to a schoolteacher mother and a shoe salesman father, Platt first set his sights on becoming a lawyer, graduating from the University of Pennsylvania in 1979, and getting his masters in law from New York University. Platt spent a few years as an entertainment lawyer before he got the producing bug. He started out in theater, as an associate producer on the play ""Total Abandon"" (1983), before moving into Hollywood and taking an executive producer credit on the college comedy ""Campus Man"" (1987). Throughout the nineties, Platt put in time at studios such as Orion Pictures, TriStar Pictures, and Universal Studios, before starting his own production company, Marc Platt Productions. The early 2000s gave Platt some huge successes on both stage and screen, in the form of the smash hit Broadway musical ""Wicked"" and the Reese Witherspoon law comedy ""Legally Blonde"" (2001) and its sequel, ""Legally Blonde 2: Red, White & Blonde"" (2003). The rest of the decade saw Platt producing a wide variety of titles, from the Anne Hathaway indie drama ""Rachel Getting Married"" (2008) to the Fellini-inspired musical ""Nine"" (2009), and from the stylish neo-noir of ""Drive"" (2011) to the ludicrous shoot-em-up ""2 Guns"" (2013). Platt hit pay dirt, however, when he co-produced Damien Chazelle's ""La La Land"" (2016), a splashy romantic homage to classic movie musicals that scored big at the box office and swept the 89th Academy Awards, earning 14 nominations, a record tied with ""All About Eve"" (1950) and ""Titanic"" (1997) for most nominations for a single film. On Oscar night, presenters Warren Beatty and Faye Dunaway declared ""La La Land"" to be the winner for Best Picture, as almost all awards prognosticators had predicted. However, viewers watched in shock when, as Platt was giving his acceptance speech, it was revealed that the presenters had been given the wrong envelope, and that the actual Best Picture winner was ""Moonlight"" (2016), a quiet, micro budgeted drama about black LGBT youth. Platt and company graciously ceded the stage to the cast and crew of ""Moonlight,"" unintentionally creating a Hollywood moment that would be discussed and analyzed forever."
1883,Gary Gilbert,,"Detroit, Michigan, United States",https://resizing.flixster.com/YZFzdy05Op1g42H_jZnOfg90Yhc=/218x280/v2/https://flxt.tmsimg.com/assets/369276_v9_ba.jpg,
1884,Linus Sandgren,12/5/1972,"Stockholm, Sweden",https://resizing.flixster.com/uEDlMVdWc2yZkjd-v5xjz6Om_H8=/218x280/v2/https://flxt.tmsimg.com/assets/575136_v9_ba.jpg,
1885,Tom Cross,,Not Available,https://resizing.flixster.com/5h68PXj4njX_WXB7b6Ow9UFvMQI=/218x280/v2/https://flxt.tmsimg.com/assets/670351_v9_bb.jpg,"Film editor Tom Cross rose to fame when he won an Academy Award for his work on the acclaimed movie ""Whiplash"" (2014). Cross grew up on Long Island and eventually attended the State University of New York at Purchase before heading to New York City start his professional career. There, he began learning the ropes by assistant editing commercials and small, independent movies. Before long, however, Cross was longing to work in the realm of large-scale feature films, so he relocated to Los Angeles. Cross was hungry to get involved in the L.A. movie scene, even briefly volunteering his services for free at Corman Studios, just to gain experience. He spent several years continuing his work as an assistant editor, gradually working his way up to impressive projects like Ang Lee's ""Ride with the Devil"" (1999). In 2005, he joined the editing team of the acclaimed series ""Deadwood"" (HBO, 2004-06). By 2010, Cross was finally ready to move from assistant editor to editor, cutting the drama ""The Space Between"" (2010). His work on ""Whiplash"" (2014) would prove to be some of the most challenging he had ever faced, as his selections and cuts made the instruments being played on screen sync to the music of the film's soundtrack. He was rewarded for his efforts on the film, winning several awards including the Academy Award and the BAFTA award for editing."
1886,Justin Hurwitz,1/22/1985,"Los Angeles, California, USA",https://resizing.flixster.com/kn2Z-fzUvggdfm0XznR96c-im5c=/218x280/v2/https://flxt.tmsimg.com/assets/760403_v9_bb.jpg,"Composer Justin Hurwitz enjoyed a successful and acclaimed collaborative relationship with writer-director Damien Chazelle, which included the score for ""Whiplash"" (2014) and ""La La Land"" (2017). Born in California in 1985, Hurwitz began playing the piano at the age of six and wrote his first musical compositions by the time he was ten years of age. In 1998, he relocated to Wisconsin, where he attended Nicolet High School before enrolling in music study at Harvard University. There, he met Chazelle, an aspiring filmmaker with whom he bonded over a shared love of music. The pair roomed together and performed in a local band before setting to work on their first collaborative film effort, ""Guy and Madeline on a Park Bench"" (2009), a bittersweet romance about a jazz musician and an introverted young woman. Hurwitz wrote all of the music for Chazelle's film, which earned solid reviews on the festival circuit and a limited theatrical release in 2010. With a completed feature under their belt, the pair moved to Los Angeles, where Hurwitz wrote the script and songs for an episode of ""The Simpsons"" (Fox, 1989- ), among other television project. He then reunited with Chazelle for ""Whiplash"" (2014), an intense drama about an aspiring jazz musician (Miles Teller) and his complicated relationship with a talented but abusive teacher. The film was a critical success, earning three Oscars (including Best Supporting Actor for Simmons), and provided Chazelle with the funding to complete his long-gestating dream project, a musical romance-fantasy titled ""La La Land."" Hurwitz again wrote the score, which featured songs written by Tony nominees Benj Pasek and Andy Paul; the film and its soundtrack were both enormously successful, with Hurwitz netting Oscars for Best Original Score and Best Original Song (""City of Stars""), among numerous other awards, as well as a chart-topping soundtrack album."
1887,David Wasco,,Not Available,https://resizing.flixster.com/p4A_sz3HwWMKl3OXPGoqTIPh7gE=/218x280/v2/https://flxt.tmsimg.com/assets/437087_v9_ba.jpg,"Production designer David Wasco has earned substantial critical acclaim and shaped the look and feel of such major films as ""Pulp Fiction"" and ""Rushmore."" Born and raised in Vermont, Wasco first moved to New York City in 1972 to work as an industrial designer. A decade later, he earned his first screen credits assisting the production designer on the fantasy film ""The Beastmaster"" and as set designer on the immigrant drama ""El Norte."" His first production designer credit was in the mid-1980s for the drama ""Smooth Talk,"" featuring Laura Dern as a sexually precocious teen. He continued to work steadily, eventually forming a team with his wife, set decorator Sally Reynolds-Wasco. The two collaborated on all of Quentin Tarantino's films, from the sparsely decorated warehouse of ""Reservoir Dogs"" to the period German sets of ""Inglourious Basterds."" They also applied their precise touch to such Wes Anderson films as ""Bottle Rocket,"" ""Rushmore,"" and ""The Royal Tenenbaums."" Other work they've done for directors known for their demanding visions includes ""Collateral"" for Michael Mann and ""Heist"" for David Mamet. Because of their architectural and design expertise, the Wascos have even collaborated on exhibits for the Los Angeles Museum of Contemporary Art as well as the Smithsonian."
1888,Mary Zophres,3/23/1964,"Fort Lauderdale, Florida, USA",https://resizing.flixster.com/kJmSV3ATLQoBMQmi-DJ63nLyasM=/218x280/v2/https://flxt.tmsimg.com/assets/457318_v9_bb.jpg,
1889,Deborah Aquila,,Not Available,https://resizing.flixster.com/gnubLe330QIGK_YeTeY2RzFn1-Q=/218x280/v2/https://flxt.tmsimg.com/assets/459268_v9_ba.jpg,
1890,Mary Tricia Wood,2/13/1970,"Stillwater, Oklahoma, USA",https://resizing.flixster.com/7WNKLmbKvJ4mz6DWRQ0qYl4aMj8=/218x280/v2/https://flxt.tmsimg.com/assets/480782_v9_ba.jpg,
1891,James Mason,5/15/1909,"Huddersfield, Yorkshire, England, UK",https://resizing.flixster.com/KocU7xffEjsBstZRL6faQ9pxysA=/218x280/v2/https://flxt.tmsimg.com/assets/29226_v9_ba.jpg,"Gifted with one of the most mellifluous and distinctive voices of his era, James Mason managed to convey volumes of emotion while often remaining surprisingly understated. Following some stage experience and roles in British B-pictures, Mason became a star in his homeland via films like ""The Man in Grey"" (1943), ""The Wicked Lady"" (1945), and ""Odd Man Out"" (1947) and was eventually lured to Hollywood. His performances in ""The Desert Fox: The Story of Rommel"" (1951), ""A Star is Born"" (1954), ""North by Northwest"" (1959), and ""Lolita"" (1962) ranked amongst his very finest. He also appeared in such projects as ""Heaven Can Wait"" (1978), ""Murder by Decree"" (1979), and ""The Verdict"" (1982), all of which made excellent use of attributes that had long endeared Mason to audiences worldwide. Mason's uniqueness and versatility were his greatest assets and served him well throughout his career, particularly when he aged into being one of the finest character players in cinema."
1892,Martin Landau,6/20/1928,"Brooklyn, New York, USA",https://resizing.flixster.com/NEo9aQND5zXb8bbOn8ONi3ZxbqE=/218x280/v2/https://flxt.tmsimg.com/assets/71847_v9_bb.jpg,"Though he got his start as an actor during the golden age of television in the 1950s, Martin Landau had to wait until the late 1980s until he became a widely recognized commodity. After five years as a cartoonist, Landau switched gears to become an actor, performing in live television productions before graduating to Hollywood features in the 1960s. Toward the latter half of that precarious decade, he landed his first truly memorable role, playing master of disguise Rollin Hand on the hit spy series ""Mission: Impossible"" (CBS, 1966-1973). Though the show lasted for seven seasons, Landau left after the third because of a contractual dispute, a move that left the actor struggling to find quality roles for almost two decades. Landau had a particularly rough time during the 1980s despite steady work, mainly as a one-dimensional villain in projects more concerned with car chases and explosions than character or story. He finally re-emerged with Oscar-nominated roles in ""Tucker: The Man and His Dream"" (1988) and ""Crimes and Misdemeanors"" (1989), eventually winning his first Academy Award for his spot-on portrayal of aging silent film star Bela Lugosi in ""Ed Wood"" (1994), all of which paved the way for higher profile projects for an actor always capable of quality performances. Martin Landau continued to work steadily in character roles in film and on television for the rest of his life. His death at the age of 89 on July 15, 2017 was greeted with mourning and fond remembrances from fans and peers around the globe."
1893,Jessie Royce Landis,1896-11-25,"Chicago, Illinois, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,"Mature character actress who specialized in portraying aristocrats and wealthy society matrons. Although Landis appeared in over 45 plays on the Broadway and London stage and made her film debut in 1930, it was not until the 1950s that she gave her most notable film performances. She was twice cast as the mother of Grace Kelly--in Alfred Hitchcock's ""To Catch a Thief"" (1955), as the caustic mother who stubs out her cigarette in a soft-boiled egg, and again in ""The Swan"" (1956). Landis also played Cary Grant's sophisticated mother in ""North By Northwest"" (1959), although she was ten months younger than him."
1894,Philip Ober,3/23/1902,"Fort Payne, Alabama, USA",https://resizing.flixster.com/xgCtYTAVXKO10P1TNljt90C123c=/218x280/v2/https://flxt.tmsimg.com/assets/150579_v9_ba.jpg,"A stage and screen actor of stern voice and buttoned-up appearance, Philip Ober was often cast to embody authority and stringency -- sometimes in chaotic surroundings. After giving up an early career in magazine advertising, Ober became a regular on the Broadway stage of the 30s and 40s, before transferring to film and television in the 1950s. He appeared in some of America's best-loved television comedies, including ""I Love Lucy"" -- in which his second wife, Vivian Vance, had a recurring role -- and ""I Dream of Jeannie."" Film buffs, however, will likely recall Ober best for small but key roles in a couple of classics. In Hitchcock's ""North by Northwest,"" he appears as the ill-fated Lester Townsend, while in Fred Zinnemann's ""From Here to Eternity,"" he played the nasty army captain whose wife falls so stormily for Burt Lancaster's burly sergeant. Ober appeared with Lancaster again in ""Elmer Gantry,"" in 1960. After divorcing Vivian Vance -- to whom he had a turbulent and reputedly violent marriage -- Ober wed Jane Westover. Upon retiring from acting, he entered the US diplomatic service. He was working at the US consulate in Mexico City at the time of his death from a heart attack in 1982."
1895,Adam Williams,11/26/1922,"New York, New York, USA",https://resizing.flixster.com/W0WQOw3NeW4wcjHjwGCCaceRtnE=/218x280/v2/https://flxt.tmsimg.com/assets/2273_v9_ba.jpg,"Actor Adam Williams served in the United States Navy as a pilot during World War II and was awarded the Navy Cross for his service. After he left the military, he went to Hollywood to pursue film acting. In 1951, Williams made his film debut in the comedy ""Queen for a Day,"" which was based on the popular daytime Mutual Broadcasting Company radio program. The following year he starred as a serial killer in ""Without Warning!,"" but he first garnered notice in the noir film ""The Big Heat"" as car-bomber Larry Gordon. Williams built a reputation in film for his bad guy roles, and worked steadily throughout the '50s. He also began appearing on television shows, on a number of popular series including the westerns ""Have Gun - Will Travel,"" ""The Rifleman"" and ""Bonanza."" However, his best-known project is undoubtedly Hitchcock's ""North by Northwest,"" where he pulled double duty as an actor and a pilot. In the film, he plays Valerian, the henchman who falls off of Mount Rushmore. Williams also served as the pilot who chased down Cary Grant in the iconic cornfield scene. Williams retired from acting in the late 1970's, after his final onscreen performance, Jansen, on the adventure series ""Sword of Justice."" He died from lymphoma at age 84."
1896,Josephine Hutchinson,10/12/1903,"Seattle, Washington, USA",https://resizing.flixster.com/wcvtQTCnWkEq3T7zehEQAyhLx-M=/218x280/v2/https://flxt.tmsimg.com/assets/71178_v9_ba.jpg,
1897,Edward Platt,2/14/1916,"Richmond, New York, USA",https://resizing.flixster.com/Q_vIpRFJKbKgD1SVGsvEhyzUM0Y=/218x280/v2/https://flxt.tmsimg.com/assets/74600_v9_ba.jpg,"Edward Platt first studied at Princeton University and then at the Juilliard School in New York. Later he sang with Paul Whiteman's Orchestra and in New York's Mozart Opera Company. When he'd returned from a stint as a radio operator in World War II, Platt brought his deep baritone to Broadway, making his debut in the doomed Rodgers and Hammerstein musical ""Allegro."" After years on the New York stage, he moved to Texas, where his brother lived, and where he anchored the local news. He later pursued Hollywood, appearing in a string of ""Four Star Playhouse"" episodes and the James Dean classic ""Rebel Without a Cause"" in 1955. Film and television roles flooded in after this, and Platt popped up on numerous shows, including the science fiction anthology ""The Outer Limits"" and the western drama ""Bonanza."" In a long list of TV appearances, his career was defined by his role as Chief to Don Adams's Maxwell Smart in the classic comedy series ""Get Smart."" Sporadic work followed in the early 1970s, including guest spots on ""Bewitched"" and ""The Odd Couple."" Platt died unexpectedly in 1974. While early reports blamed a heart attack for the actor's death, his son later admitted Platt had committed suicide after a long struggle with untreated depression. Platt was 58 years old."
1898,Robert Ellenstein,6/18/1923,"Newark, New Jersey, USA",https://resizing.flixster.com/K6_2dz1lSCTIB-Z7ynmf2D1DAME=/218x280/v2/https://flxt.tmsimg.com/assets/220517_v9_ba.jpg,"Robert Ellenstein graduated with honors from the University of Iowa, was a founding member of Theatre West in Hollywood, was co-founder and artistic director of the Los Angeles Repertory Company, was the first artistic director of the Company of Angels, and served as a member of the Army Air Corps during World War II, earning a Purple Heart. These achievements alone are enough to fill an average lifetime, but Ellenstein was much greater than average. As an actor, he performed in hundreds of stage productions, appeared on television over 200 times over five decades (including performances during the golden age of live TV), and took on a handful of feature film roles for good measure. Though he directed only one project for television and none for film, he was a well respected theater director, most notably for his staging of a ""Hamlet"" that featured just six actors and not a single prop."
1899,Les Tremayne,4/16/1913,"Balham, London, England, UK",https://resizing.flixster.com/_rqBEjtnCeWyx60s-U65Iow7tl0=/218x280/v2/https://flxt.tmsimg.com/assets/38970_v9_ba.jpg,
1900,Philip Coolidge,8/25/1908,"Concord, Massachusetts, USA",https://resizing.flixster.com/Riubtp1LzEeEVISB29PdkvLApc8=/218x280/v2/https://flxt.tmsimg.com/assets/217115_v9_aa.jpg,
1901,Ernest Lehman,12/8/1915,"New York, New York, USA",https://resizing.flixster.com/IYyRW70LTH_IWxi726Fvc3obF1Q=/218x280/v2/https://flxt.tmsimg.com/assets/145360_v9_ba.jpg,"Born and raised in New York City, Ernest Lehman worked as a publicity writer for The Hollywood Reporter columnist Irving Hoffman and utilized his experience in scripting Alexander Mackendrick's ""Sweet Smell of Success"" (1957). Though the screenplay bears the stamp of Lehman's co-writer Clifford Odets, this dark and cruel tale originated as a story published by Lehman in Cosmopolitan (1951). This and other stories, one of which became Allan Dwan's ""The Inside Story"" (1948), brought him to the attention of Hollywood, where he settled in 1953."
1902,Robert F. Boyle,10/10/1909,"Los Angeles, California, USA",https://resizing.flixster.com/Fxm5DTuFPlSUA_BYBub7Ky4koHE=/218x280/v2/https://flxt.tmsimg.com/assets/463724_v9_ba.jpg,
1903,William A. Horning,11/9/1904,"Missouri, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1904,Merrill Pye,8/14/1902,"Bismarck, North Dakota, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1905,Henry Grace,3/20/1907,"Kern, California, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1906,Frank R. McKelvy,1/24/1914,"Pennsylvania, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1907,Robert Saunders,,Not Available,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1908,A. Arnold Gillespie,1899-10-14,"El Paso, Texas, USA",https://resizing.flixster.com/V3XoljZ9t5TLXB0i7dNd0q1dX6k=/218x280/v2/https://flxt.tmsimg.com/assets/470982_v9_ba.jpg,
1909,Lee LeBlanc,,Not Available,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1910,Franklin Milton,,Not Available,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1911,Gene Tierney,11/19/1920,"Brooklyn, New York, USA",https://resizing.flixster.com/7GTTZRt9hH93qmA2IMEoGysOD2M=/218x280/v2/https://flxt.tmsimg.com/assets/22995_v9_bb.jpg,"When Paramount Pictures fumbled Gene Tierney's proposed film debut in its aborted adaptation of ""National Velvet,"" 20th Century Fox saw promise in the gimlet-eyed beauty with the regal cheekbones and curiously beguiling overbite. Tierney emerged as a leading lady of equal beauty and depth. Gliding seamlessly from smoldering sensuality in Preminger's ""Laura"" (1944), to sang froid psychopathy in John M. Stahl's ""Leave Her to Heaven"" (1945), to a maturity and grace far beyond her years in Joseph L. Mankiewicz's ""The Ghost and Mrs. Muir"" (1947), Tierney attained a strata of celebrity that put her on par with fellow sirens Rita Hayworth, Lana Turner and Ava Gardner."
1912,Clifton Webb,1889-11-19,"Indianapolis, Indiana, USA",https://resizing.flixster.com/N77j2QKl9YplSFBCJFKfU1llS10=/218x280/v2/https://flxt.tmsimg.com/assets/13457_v9_ba.jpg,"With his trademark pencil mustache and attitude of thinly-veiled disdain, Clifton Webb was a blast of asexual sophistication during Hollywood's testosterone-fueled postwar epoch. A ballroom dancer and stage actor who contributed appearances to some silent and early sound films, Webb made a belated return to cinema with an Oscar-nominated performance in Otto Preminger's ""Laura"" (1944), as acidic murder suspect Waldo Lydecker. Character and actor were so well-matched that Webb would go on to play a string of similarly supercilious supporting and principal characters in a film career as brilliant as it was brief. Effete to the extreme, he was nonetheless an imposing screen presence whose haughty mien could overshadow such manly leads as William Holden, Dana Andrews, Alan Ladd and Tyrone Power while stealing focus from the luscious likes of Gene Tierney, Ginger Rogers, Lauren Bacall and Sophia Loren. The actor's barely concealed homosexuality precluded him from playing many Hollywood husbands, but he proved a surprisingly persuasive paterfamilias, most notably in the family comedy ""Cheaper by the Dozen"" (1950) and in the proto disaster flick ""Titanic"" (1953), in which Webb and onscreen wife Barbara Stanwyck put aside their differences in a desperate bid to save their children from death at sea. Long devoted to his aging mother, with whom he lived and who passed away in 1960, Webb retired from acting in 1962. His death in 1966 robbed Hollywood of one of its most unforgettable characters, both on and offscreen."
1913,Vincent Price,5/27/1911,"St. Louis, Missouri, USA",https://resizing.flixster.com/hjsm93f8fZViTf5XKqhx8yw7Bcw=/218x280/v2/https://flxt.tmsimg.com/assets/72618_v9_ba.jpg,"Vincent Price was a prolific American actor who appeared in numerous cult horror films throughout the 1950s and 1960s, in addition to being a seasoned TV actor, stage actor and radio performer. Born into a wealthy family with descendants tracing back to the Mayflower, Price grew up in relative privilege and comfort. As a child he attended an elite prepratory school in Connecticut, before going off to study art history at Yale. Price would eventually go on to earn a degree in art history from the university, and had every intention of pursuing his masters in the subject. But, as fate would have it, he developed a keen interest in the stage shortly after graduation, and thus, decided to pursue a career in acting. As an actor, Price was first draw to the stage, and began appearing in plays in the mid-1930s. Price honed his fledgling acting craft on the stage by appearing in several more plays, before turning his attention to film acting. He began appearing in films in the late 30s, and by the mid-1940s Price was making a name for himself with supporting roles in noir classics like ""Laura"" (1944). Although Price would go on to appear in a myriad of film genres throughout his career, however, it was the horror genre that he'd be most remembered for. Price made several horror films throughout his career, most notably ""Dragonwyck"" (1946), ""House of Wax"" (1953), and ""The Fly"" (1958). By the early 1960s he began working with the legendary B-movie producer Roger Corman, and throughout the decade made several low budget horror films with Corman, including ""House of Usher"" (1960), ""Tales of Terror"" (1962), ""The Raven"" (1963), and ""The Tomb of Ligeia"" (1964). By the late 1960s and well into the 70s and 80s, Price relegated himself to guest appearances on TV shows as well as voice over work. As Price's film acting career declined, his earlier work in the horror genre only grew in appreciation amongst the genre's diehard fans, one of whom was a young director named Tim Burton. In 1982 Burton would go on to make a tribute short film to Price called ""Vincent"" (1982) (which Price narrated), and would also cast him in his 1990 film ""Edward Scisscorhands"" (1990). Price's role in Burton's Oscar-nominated fantasy romance would prove to be his last. After being diagnosed with emphysema, Price died from lung cancer on October 25, 1993. He was 82."
